order_id,product,supplier,destination,order_date,expected_delivery,actual_delivery,lead_time,shipping_mode,quantity,inventory,demand,shipping_cost
ORD-1426,Steel Beams,TechSupply Inc,Houston,2023-03-29,2023-04-16,2023-04-16,18,Standard Freight,354,81,280,1769
ORD-1427,Plastic Resins,WiredTech,Chicago,2023-02-13,2023-02-23,2023-02-28,10,Air Freight,56,25,94,904
ORD-1428,Plastic Resins,GlobalMetals,Miami,2023-10-05,2023-11-01,2023-10-31,27,Air Freight,363,51,243,1343
ORD-1429,Copper Wire,PolyMakers,Los Angeles,2023-06-20,2023-07-16,2023-07-28,26,Air Freight,354,118,57,2282
ORD-1430,Microchips,TechSupply Inc,Los Angeles,2023-07-08,2023-07-28,2023-07-28,20,Sea Shipping,152,157,120,2064
ORD-1431,Steel Beams,GlobalMetals,Miami,2023-07-03,2023-08-01,2023-08-01,29,Air Freight,358,150,297,1684
ORD-1432,Copper Wire,TechSupply Inc,Houston,2023-01-03,2023-01-26,2023-02-02,23,Air Freight,242,95,157,1246
ORD-1433,Industrial Motors,HeavyParts Co,Miami,2023-07-10,2023-07-28,2023-08-07,18,Air Freight,290,196,164,2225
ORD-1434,Copper Wire,PolyMakers,Houston,2023-04-28,2023-05-21,2023-05-21,23,Standard Freight,111,78,152,3688
ORD-1435,Copper Wire,GlobalMetals,Miami,2023-01-19,2023-01-26,2023-01-26,7,Standard Freight,66,50,283,770
ORD-1436,Microchips,GlobalMetals,Miami,2023-01-23,2023-02-06,2023-02-05,14,Sea Shipping,220,112,174,4456
ORD-1437,Industrial Motors,GlobalMetals,New York,2023-01-30,2023-02-22,2023-02-22,23,Sea Shipping,74,88,106,671
ORD-1438,Copper Wire,GlobalMetals,Los Angeles,2023-10-22,2023-11-04,2023-11-04,13,Standard Freight,300,71,257,773
ORD-1439,Steel Beams,GlobalMetals,Miami,2023-04-18,2023-05-12,2023-05-14,24,Sea Shipping,302,108,276,2806
ORD-1440,Steel Beams,TechSupply Inc,Miami,2023-10-08,2023-10-25,2023-10-25,17,Standard Freight,436,146,79,1658
ORD-1441,Plastic Resins,PolyMakers,Chicago,2023-05-08,2023-05-19,2023-05-19,11,Air Freight,256,188,251,2206
ORD-1442,Industrial Motors,HeavyParts Co,Los Angeles,2023-08-17,2023-09-04,2023-09-03,18,Air Freight,78,50,279,2271
ORD-1443,Industrial Motors,HeavyParts Co,Chicago,2023-04-21,2023-05-04,2023-05-03,13,Sea Shipping,166,103,195,921
ORD-1444,Plastic Resins,HeavyParts Co,Los Angeles,2023-05-16,2023-06-12,2023-06-11,27,Standard Freight,465,146,163,1709
ORD-1445,Copper Wire,HeavyParts Co,Chicago,2023-07-05,2023-08-03,2023-08-03,29,Standard Freight,331,169,246,1390
ORD-1446,Industrial Motors,TechSupply Inc,Miami,2023-05-24,2023-06-16,2023-06-15,23,Sea Shipping,429,151,166,3767
ORD-1447,Steel Beams,WiredTech,Miami,2023-03-13,2023-04-01,2023-03-31,19,Standard Freight,193,32,270,1973
ORD-1448,Steel Beams,PolyMakers,New York,2023-05-09,2023-06-02,2023-06-01,24,Air Freight,74,64,216,3743
ORD-1449,Microchips,GlobalMetals,Chicago,2023-09-18,2023-10-06,2023-10-10,18,Sea Shipping,359,146,109,4978
ORD-1450,Industrial Motors,WiredTech,Houston,2023-01-03,2023-01-31,2023-02-04,28,Sea Shipping,205,189,147,2681
ORD-1451,Copper Wire,HeavyParts Co,New York,2023-04-14,2023-04-24,2023-04-23,10,Standard Freight,122,133,220,1949
ORD-1452,Plastic Resins,WiredTech,Chicago,2023-08-12,2023-09-06,2023-09-05,25,Sea Shipping,169,196,175,3596
ORD-1453,Plastic Resins,PolyMakers,Chicago,2023-01-10,2023-01-18,2023-01-30,8,Standard Freight,361,39,222,3756
ORD-1454,Copper Wire,GlobalMetals,New York,2023-08-19,2023-08-31,2023-09-12,12,Standard Freight,370,100,200,3656
ORD-1455,Microchips,GlobalMetals,Miami,2023-08-07,2023-08-28,2023-09-08,21,Standard Freight,142,183,246,2090
ORD-1456,Plastic Resins,PolyMakers,Chicago,2023-03-07,2023-03-20,2023-03-30,13,Standard Freight,135,148,143,4739
ORD-1457,Industrial Motors,PolyMakers,Miami,2023-04-22,2023-04-27,2023-04-26,5,Standard Freight,385,162,183,4481
ORD-1458,Microchips,HeavyParts Co,New York,2023-01-13,2023-02-10,2023-02-10,28,Sea Shipping,474,36,233,1935
ORD-1459,Industrial Motors,GlobalMetals,Miami,2023-03-27,2023-04-20,2023-04-19,24,Air Freight,413,171,171,723
ORD-1460,Steel Beams,WiredTech,Los Angeles,2023-08-22,2023-09-20,2023-09-19,29,Air Freight,484,77,287,719
ORD-1461,Microchips,TechSupply Inc,Houston,2023-03-31,2023-04-18,2023-04-26,18,Sea Shipping,167,91,157,4774
ORD-1462,Plastic Resins,TechSupply Inc,Chicago,2023-02-23,2023-03-10,2023-03-13,15,Sea Shipping,282,128,53,2154
ORD-1463,Microchips,PolyMakers,Houston,2023-01-12,2023-02-06,2023-02-05,25,Air Freight,248,42,142,764
ORD-1464,Microchips,HeavyParts Co,Miami,2023-07-28,2023-08-04,2023-08-03,7,Air Freight,255,193,200,1453
ORD-1465,Microchips,TechSupply Inc,Chicago,2023-01-14,2023-01-27,2023-01-27,13,Air Freight,462,91,55,4233
ORD-1466,Microchips,GlobalMetals,Miami,2023-05-01,2023-05-19,2023-05-29,18,Air Freight,388,27,81,3274
ORD-1467,Industrial Motors,PolyMakers,Los Angeles,2023-01-20,2023-02-02,2023-02-02,13,Air Freight,196,78,155,3624
ORD-1468,Steel Beams,WiredTech,New York,2023-03-16,2023-03-24,2023-03-23,8,Standard Freight,499,130,195,979
ORD-1469,Copper Wire,PolyMakers,Chicago,2023-08-31,2023-09-08,2023-09-08,8,Sea Shipping,474,32,64,4014
ORD-1470,Microchips,WiredTech,Los Angeles,2023-08-11,2023-08-23,2023-08-22,12,Standard Freight,478,186,217,1853
ORD-1471,Plastic Resins,PolyMakers,Los Angeles,2023-03-11,2023-03-17,2023-03-16,6,Air Freight,320,175,171,3822
ORD-1472,Microchips,PolyMakers,Chicago,2023-07-30,2023-08-12,2023-08-12,13,Air Freight,436,35,145,4378
ORD-1473,Plastic Resins,PolyMakers,Miami,2023-04-11,2023-04-29,2023-05-03,18,Air Freight,188,138,250,1389
ORD-1474,Industrial Motors,WiredTech,Los Angeles,2023-07-05,2023-07-31,2023-08-03,26,Standard Freight,230,21,278,4354
ORD-1475,Plastic Resins,WiredTech,Houston,2023-05-12,2023-05-25,2023-06-02,13,Standard Freight,479,164,251,1424
ORD-1476,Copper Wire,PolyMakers,Los Angeles,2023-04-21,2023-05-19,2023-05-19,28,Air Freight,79,49,261,2670
ORD-1477,Steel Beams,TechSupply Inc,Miami,2023-05-12,2023-06-08,2023-06-08,27,Standard Freight,106,122,55,2402
ORD-1478,Plastic Resins,HeavyParts Co,Miami,2023-01-20,2023-02-09,2023-02-08,20,Standard Freight,281,32,161,2895
ORD-1479,Plastic Resins,HeavyParts Co,Houston,2023-01-24,2023-02-14,2023-02-19,21,Air Freight,195,115,169,528
ORD-1480,Steel Beams,HeavyParts Co,Los Angeles,2023-08-15,2023-09-04,2023-09-03,20,Standard Freight,484,113,172,534
ORD-1481,Copper Wire,WiredTech,Miami,2023-06-03,2023-06-19,2023-06-18,16,Sea Shipping,433,101,240,4089
ORD-1482,Microchips,WiredTech,Chicago,2023-10-20,2023-10-27,2023-10-26,7,Sea Shipping,97,32,116,3170
ORD-1483,Plastic Resins,TechSupply Inc,New York,2023-08-18,2023-09-02,2023-09-02,15,Sea Shipping,243,190,155,3865
ORD-1484,Steel Beams,HeavyParts Co,New York,2023-07-21,2023-08-08,2023-08-08,18,Sea Shipping,273,113,188,1088
ORD-1485,Industrial Motors,HeavyParts Co,New York,2023-02-07,2023-03-01,2023-02-28,22,Air Freight,185,168,92,3718
ORD-1486,Steel Beams,PolyMakers,Los Angeles,2023-09-17,2023-10-12,2023-10-18,25,Air Freight,71,131,194,3638
ORD-1487,Industrial Motors,WiredTech,Houston,2023-07-07,2023-08-01,2023-08-01,25,Air Freight,55,74,145,1403
ORD-1488,Copper Wire,HeavyParts Co,Miami,2023-02-26,2023-03-07,2023-03-13,9,Sea Shipping,253,100,181,4586
ORD-1489,Microchips,TechSupply Inc,Chicago,2023-01-20,2023-02-09,2023-02-21,20,Sea Shipping,288,187,240,2669
ORD-1490,Steel Beams,TechSupply Inc,Chicago,2023-09-30,2023-10-24,2023-11-06,24,Standard Freight,234,135,245,839
ORD-1491,Plastic Resins,HeavyParts Co,Los Angeles,2023-04-29,2023-05-08,2023-05-08,9,Standard Freight,409,162,130,4770
ORD-1492,Copper Wire,WiredTech,New York,2023-03-12,2023-03-19,2023-03-18,7,Sea Shipping,341,199,90,2214
ORD-1493,Steel Beams,TechSupply Inc,Los Angeles,2023-01-04,2023-01-20,2023-01-20,16,Sea Shipping,384,127,260,1056
ORD-1494,Plastic Resins,PolyMakers,Houston,2023-08-09,2023-08-14,2023-08-20,5,Sea Shipping,269,72,182,3587
ORD-1495,Steel Beams,TechSupply Inc,Houston,2023-01-14,2023-02-08,2023-02-08,25,Sea Shipping,165,147,209,3766
ORD-1496,Industrial Motors,GlobalMetals,Miami,2023-01-03,2023-01-16,2023-01-15,13,Standard Freight,362,199,263,4067
ORD-1497,Steel Beams,GlobalMetals,Miami,2023-08-04,2023-08-17,2023-08-16,13,Sea Shipping,98,177,297,2556
ORD-1498,Steel Beams,WiredTech,Houston,2023-08-17,2023-08-25,2023-08-25,8,Standard Freight,222,180,247,4399
ORD-1499,Steel Beams,HeavyParts Co,Houston,2023-07-05,2023-07-12,2023-07-19,7,Sea Shipping,131,76,84,1516
